,Unnamed: 0,summary,document,label
170,170,spain 's constitutional court blocks basque referendum,"spain 's constitutional court thursday blocked a plan by authorities in the separatist-minded basque country to hold a referendum next month on the political future of the region , a court source said .",0
171,171,wall street higher shakes off fears on lehman brothers,"us stocks staged a late rebound thursday as the market bounced off lows , shaking off fears about the financial sector and a battle for survival by investment giant lehman brothers .",0
172,172,experts call for halt to bluefin tuna fishing in mediterranean,"the continued overfishing of bluefin tuna in the mediterranean is a `` disgrace '' and all fishing of the species in the region must be suspended immediately , a panel said thursday .",1
173,173,white house rivals visit ground zero,white house rivals john mccain and barack obama paid homage at ground zero together thursday on the seventh anniversary of the #\/## terrorist attacks .,0
174,174,spain holds memorial service for plane accident victims,"spanish king juan carlos and prime minister jose luis rodriguez zapatero attended a memorial service thursday for the ### victims of last month 's spanair jet crash , spain 's worst air accident in ## years .",1
175,175,us air force attempts antarctica night-vision flight,a us air force plane left new zealand for antarctica early friday on a key mission that could pave the way for year-round flights to the bottom of the world .,1
176,176,crew rescued as irish tall ship founders off france,"ireland 's national sail training yacht foundered off the northwestern coast of france thursday , forcing its ## crew to take to UNK , french maritime officials said .",1
177,177,white house rivals visit ground zero,white house rivals john mccain and barack obama visited ground zero together on thursday to commemorate the seventh anniversary of the #\/## terrorist attacks .,0
178,178,bill clinton to join campaign predicts handy obama win,former president bill clinton said thursday barack obama would win november 's election `` handily '' as he prepared to bring his vaunted campaign skills to bear on behalf of his heir as democratic leader .,0
179,179,spain 's supreme court blocks basque referendum,"spain 's supreme court thursday blocked a plan by authorities in the separatist - minded basque country to hold a referendum next month on the political future of the region , a court source said .",0
180,180,wall street higher shakes off fears on lehman brothers,"us stocks staged a late rebound thursday as the market bounced off lows , shaking off fears about the financial sector and investment giant lehman brothers 's battle for survival .",0
181,181,obama arrives at ground zero,"barack obama , the democratic candidate for the white house , arrived thursday at ground zero in new york where he was due to pay homage to the dead along with his republican rival john mccain .",0
182,182,russia slams unfriendly ukraine,"russia condemned thursday the `` unfriendly '' stance of ukraine over the war in georgia and its treatment of ethnic russians , fuelling tensions in what is feared could be the region 's next flashpoint .",0
183,183,oil prices drop as dollar firms demand jitters persist,oil prices tumbled thursday as the dollar rallied and demand worries outweighed a powerful hurricane ike barreling through the UNK gulf of mexico .,2
184,184,spain 's supreme court blocks basque referendum,"spain 's supreme court thursday blocked a plan by authorities in the separatist - minded basque country to hold a referendum in october on the political future of the region , a court source said .",0
185,185,zimbabwe rivals clinch long-awaited power sharing deal,zimbabwe 's opposition leader morgan tsvangirai thursday said there was a `` deal '' on power-sharing to end a ruinous political crisis as he emerged from a meeting with president robert mugabe .,0
186,186,fresh violence in bolivia stokes civil war fears,"deadly clashes in bolivia thursday stoked fears of further widespread unrest and possibly even civil war , amid a furor over the expulsion of the us ambassador to the country .",0
